gene	score	zlfc	RRA	RRA_Score_down	RRA_Score_down_adj	RRA_Score_up	RRA_Score_up_adj	essential ranking	enrich ranking
BDKRB2	-0.13828284	-0.138326268	1	1	1	1	1	6479	11355
LOC403312	-0.138168165	-0.138211593	1	1	1	1	1	6480	11354
ZDHHC5	-0.138133893	-0.13817732	1	1	1	1	1	6481	11353
CEP295	-0.137875308	-0.137918735	1	1	1	1	1	6482	11352
PITX3	-0.137843963	-0.137887391	1	1	1	1	1	6483	11351
TAS2R16	-0.137720533	-0.13776396	1	1	1	1	1	6484	11350
PTP4A3	-0.137585182	-0.13762861	1	1	1	1	1	6485	11349
GNAO1	-0.137425737	-0.137469165	1	1	1	1	1	6486	11348
SH2D4A	-0.137400484	-0.137443912	1	1	1	1	1	6487	11347
RAB15	-0.137343226	-0.137189787	0.999546757	0.999546757	1	1	1	6488	11346
C1orf186	-0.137297268	-0.115367908	0.950659425	0.950659425	1	0.173546522	1	6489	11345
DDX17	-0.137296665	-0.137340092	1	1	1	1	1	6490	11344
DCTD	-0.13719082	-0.137234247	1	1	1	1	1	6491	11343
negCon_gene93	-0.137185822	-0.137229249	1	1	1	1	1	6492	11342
ZNF549	-0.137090674	-0.137134101	1	1	1	1	1	6493	11341
FITM1	-0.136791361	-0.056448234	0.83100687	0.83100687	1	0.624858684	1	6494	11340
AP4E1	-0.136785437	-0.136828864	1	1	1	1	1	6495	11339
USP19	-0.1365785	-0.136621927	1	1	1	1	1	6496	11338
ZBTB41	-0.136513541	-0.136556968	1	1	1	1	1	6497	11337
SSNA1	-0.136352361	-0.136395788	1	1	1	1	1	6498	11336
SLC25A27	-0.136300364	-0.136343791	1	1	1	1	1	6499	11335
YPEL3	-0.136163515	-0.136206942	1	1	1	1	1	6500	11334
MFSD5	-0.136106636	-0.136150063	1	1	1	1	1	6501	11333
HDDC2	-0.135902734	-0.135946162	1	1	1	1	1	6502	11332
LRRC32	-0.135847594	-0.135891021	1	1	1	1	1	6503	11331
NAV1	-0.135811204	-0.135854631	1	1	1	1	1	6504	11330
HSPA6	-0.135804859	-0.135848286	1	1	1	0.866893318	1	6505	11329
SLC9C1	-0.135773798	-0.135817226	1	1	1	1	1	6506	11328
KRTAP13-1	-0.135750754	-0.135794181	1	1	1	1	1	6507	11327
CMA1	-0.135628947	-0.135672374	1	1	1	1	1	6508	11326
CFL1	-0.135341206	-0.135384633	1	1	1	1	1	6509	11325
SLC5A1	-0.135272088	-0.11179658	0.947280611	0.947280611	1	1	1	6510	11324
C10orf11	-0.135093353	-0.135136781	1	1	1	1	1	6511	11323
MUT	-0.135032231	-0.135075658	1	1	1	1	1	6512	11322
DLL4	-0.135012327	-0.135055754	1	1	1	0.461555796	1	6513	11321
RFNG	-0.134922074	-0.134965501	1	1	1	1	1	6514	11320
PACS1	-0.134913918	-0.134957346	1	1	1	1	1	6515	11319
FAM134A	-0.134755912	-0.134799339	1	1	1	1	1	6516	11318
CA3	-0.134720287	-0.134763714	1	1	1	1	1	6517	11317
FXYD5	-0.134698241	-0.081644742	0.884906583	0.884906583	1	1	1	6518	11316
ITPR3	-0.134595098	-0.134638525	1	1	1	1	1	6519	11315
MDFI	-0.134576209	-0.134619636	1	1	1	1	1	6520	11314
SPARCL1	-0.134441284	-0.134484712	1	1	1	1	1	6521	11313
RAB3IP	-0.134320576	-0.134364004	1	1	1	1	1	6522	11312
KATNAL1	-0.134215516	-0.002896105	0.738961518	0.738961518	1	0.449296798	1	6523	11311
CHRM4	-0.134211862	-0.134255289	1	1	1	1	1	6524	11310
METTL4	-0.134101125	-0.127780279	0.985451116	0.985451116	1	1	1	6525	11309
ASB13	-0.134072352	-0.134115779	1	1	1	1	1	6526	11308
DUXA	-0.134059985	-0.134103413	1	1	1	1	1	6527	11307
SLC31A1	-0.133932391	-0.133975819	1	1	1	1	1	6528	11306
TFDP2	-0.133862655	-0.133906083	1	1	1	1	1	6529	11305
SDCCAG8	-0.133786678	-0.133830105	1	1	1	1	1	6530	11304
COQ5	-0.133769176	-0.133812603	1	1	1	1	1	6531	11303
TMEM256	-0.133580639	-0.133624067	1	1	1	1	1	6532	11302
M1AP	-0.133550301	-0.133593728	1	1	1	1	1	6533	11301
FECH	-0.133534145	-0.133577572	1	1	1	1	1	6534	11300
ABHD16B	-0.133513247	-0.133556674	1	1	1	1	1	6535	11299
PRCP	-0.133439525	-0.133482952	1	1	1	1	1	6536	11298
TSPAN8	-0.133315576	-0.133359003	1	1	1	1	1	6537	11297
LAX1	-0.133305897	-0.133349324	1	1	1	1	1	6538	11296
ZCCHC11	-0.133260154	-0.133303581	1	1	1	1	1	6539	11295
FAM216A	-0.133245683	-0.13328911	1	1	1	1	1	6540	11294
OR4X2	-0.133124245	-0.133167672	1	1	1	1	1	6541	11293
SLC25A32	-0.132981892	-0.133025319	1	1	1	1	1	6542	11292
GORASP1	-0.132926689	-0.132970116	1	1	1	0.991881595	1	6543	11291
CRHBP	-0.13289052	-0.132933947	1	1	1	1	1	6544	11290
ALG6	-0.132636064	-0.132679491	1	1	1	1	1	6545	11289
IL6ST	-0.132568602	-0.132612029	1	1	1	1	1	6546	11288
SLCO1B1	-0.132390114	-0.132433542	1	1	1	1	1	6547	11287
ACTRT1	-0.132283709	-0.132327137	1	1	1	1	1	6548	11286
TAMM41	-0.132120474	-0.132163902	1	1	1	1	1	6549	11285
NRN1L	-0.13184414	-0.131887567	1	1	1	1	1	6550	11284
SLC38A6	-0.131783339	-0.131826767	1	1	1	1	1	6551	11283
SLC27A3	-0.131733382	-0.131776809	1	1	1	1	1	6552	11282
TBC1D21	-0.13170218	-0.131745607	1	1	1	1	1	6553	11281
VWDE	-0.131632566	-0.131675994	1	1	1	1	1	6554	11280
SYTL1	-0.131422404	-0.131465832	1	1	1	1	1	6555	11279
TRIM49B	-0.131323425	-0.131366852	1	1	1	1	1	6556	11278
HS6ST1	-0.131063015	-0.131106442	1	1	1	1	1	6557	11277
TBC1D5	-0.130946767	-0.130990194	1	1	1	1	1	6558	11276
RASSF6	-0.130783293	-0.07982935	0.889195423	0.889195423	1	1	1	6559	11275
F2RL1	-0.130728958	-0.130772386	1	1	1	1	1	6560	11274
HSDL2	-0.130663261	-0.130706688	1	1	1	1	1	6561	11273
CCDC154	-0.130607123	-0.13065055	1	1	1	1	1	6562	11272
SOGA1	-0.130519379	-0.130562806	1	1	1	1	1	6563	11271
SYCP2L	-0.130486465	-0.130529892	1	1	1	1	1	6564	11270
ADCYAP1R1	-0.130442083	-0.130485511	1	1	1	1	1	6565	11269
OR13F1	-0.130365833	-0.13040926	1	1	1	1	1	6566	11268
ACAA1	-0.130236531	-0.130279958	1	1	1	1	1	6567	11267
HDAC2	-0.130166289	-0.042344912	0.816818296	0.816818296	1	1	1	6568	11266
ADPRHL2	-0.130078826	-0.130122253	1	1	1	1	1	6569	11265
C2orf80	-0.130014619	-0.130058047	1	1	1	1	1	6570	11264
GRB7	-0.129976022	-0.130019449	1	1	1	1	1	6571	11263
BMPER	-0.12996434	-0.130007768	1	1	1	1	1	6572	11262
AKR7A2	-0.129944469	-0.129987897	1	1	1	1	1	6573	11261
LETMD1	-0.129930686	-0.129974114	1	1	1	1	1	6574	11260
ICAM3	-0.129848164	-0.129891591	1	1	1	1	1	6575	11259
UBB	-0.129826245	-0.129869672	1	1	1	0.595088219	1	6576	11258
MTMR8	-0.129652073	-0.129695501	1	1	1	1	1	6577	11257
PPM1J	-0.129622124	-0.129665551	1	1	1	1	1	6578	11256
KIAA0895L	-0.129510766	-0.129554193	1	1	1	1	1	6579	11255
OCA2	-0.129493306	-0.129536733	1	1	1	1	1	6580	11254
MBOAT7	-0.129296066	-0.129339494	1	1	1	1	1	6581	11253
aavs1_gene32	-0.129182366	-0.129225793	1	1	1	1	1	6582	11252
aavs1_gene139	-0.128921723	-0.12896515	1	1	1	1	1	6583	11251
KRT9	-0.128728791	-0.128772218	1	1	1	1	1	6584	11250
SENP2	-0.128594097	-0.128637524	1	1	1	1	1	6585	11249
CPEB4	-0.128506034	-0.128549462	1	1	1	1	1	6586	11248
CCDC12	-0.128500785	-0.128544212	1	1	1	1	1	6587	11247
YME1L1	-0.128490249	-0.128533676	1	1	1	1	1	6588	11246
CASP3	-0.128379309	-0.128422736	1	1	1	1	1	6589	11245
PRR23C	-0.128378482	-0.12842191	1	1	1	1	1	6590	11244
CHML	-0.12829801	-0.128341437	1	1	1	1	1	6591	11243
TACR1	-0.128232054	-0.128275481	1	1	1	1	1	6592	11242
NME2	-0.128184615	-0.128228042	1	1	1	1	1	6593	11241
IL37	-0.128087747	-0.128131174	1	1	1	0.471057369	1	6594	11240
ALPK1	-0.128065828	-0.128109255	1	1	1	1	1	6595	11239
DSTN	-0.127894728	-0.127938155	1	1	1	1	1	6596	11238
FMNL2	-0.127840885	-0.127884313	1	1	1	1	1	6597	11237
MYCT1	-0.127709682	-0.12775311	1	1	1	1	1	6598	11236
NPY2R	-0.127592499	-0.127635926	1	1	1	1	1	6599	11235
PANK4	-0.127484602	-0.12752803	1	1	1	1	1	6600	11234
CNDP1	-0.127379482	-0.127422909	1	1	1	1	1	6601	11233
CD36	-0.127352905	-0.127396332	1	1	1	1	1	6602	11232
SLC35E1	-0.127308579	-0.127352006	1	1	1	1	1	6603	11231
LRRC4C	-0.12724731	-0.127290737	1	1	1	1	1	6604	11230
LYPD8	-0.127190429	-0.127233856	1	1	1	1	1	6605	11229
aavs1_gene68	-0.127000937	-0.114124141	0.970685328	0.970685328	1	1	1	6606	11228
ARMCX6	-0.126959785	-0.127003212	1	1	1	1	1	6607	11227
MX2	-0.126950848	-0.126994275	1	1	1	1	1	6608	11226
OSGIN2	-0.126912506	-0.126955934	1	1	1	1	1	6609	11225
KCP	-0.126879678	-0.126923105	1	1	1	1	1	6610	11224
THSD1	-0.126824447	-0.126867874	1	1	1	1	1	6611	11223
GJD4	-0.126751871	-0.126795298	1	1	1	1	1	6612	11222
JUP	-0.126723775	-0.126767202	1	1	1	1	1	6613	11221
OR14C36	-0.126619851	-0.126663278	1	1	1	1	1	6614	11220
SMIM7	-0.126332103	-0.12637553	1	1	1	1	1	6615	11219
PTPN22	-0.126289798	-0.126333225	1	1	1	1	1	6616	11218
ZNF668	-0.126241395	-0.126284822	1	1	1	1	1	6617	11217
OARD1	-0.126007083	-0.12605051	1	1	1	1	1	6618	11216
RASD2	-0.125850494	-0.125893922	1	1	1	1	1	6619	11215
DOCK11	-0.125819865	-0.125863292	1	1	1	1	1	6620	11214
STX3	-0.125753281	-0.125796708	1	1	1	1	1	6621	11213
IL13RA2	-0.12571763	-0.125761057	1	1	1	1	1	6622	11212
ZNF669	-0.125648361	-0.125691788	1	1	1	1	1	6623	11211
SIKE1	-0.125620515	-0.125663943	1	1	1	1	1	6624	11210
NFATC1	-0.125483588	-0.093649252	0.929220813	0.929220813	1	1	1	6625	11209
SERPINB8	-0.125325821	-0.125369249	1	1	1	0.857452871	1	6626	11208
TP63	-0.125304844	-0.125348272	1	1	1	1	1	6627	11207
GFRAL	-0.125282617	-0.125326044	1	1	1	1	1	6628	11206
WDR93	-0.125172052	-0.125215479	1	1	1	1	1	6629	11205
PIP5KL1	-0.125077696	-0.125121123	1	1	1	1	1	6630	11204
TCL1A	-0.124958172	-0.125001599	1	1	1	1	1	6631	11203
GCSAM	-0.124937949	-0.124981376	1	1	1	1	1	6632	11202
PDE6H	-0.124888916	-0.124932344	1	1	1	1	1	6633	11201
SLC38A5	-0.124729051	-0.124772478	1	1	1	1	1	6634	11200
ASXL1	-0.124548418	-0.124591845	1	1	1	1	1	6635	11199
SLAIN1	-0.124289283	-0.060386764	0.863072271	0.863072271	1	1	1	6636	11198
GUCY2C	-0.124228481	-0.124271909	1	1	1	1	1	6637	11197
SLC4A5	-0.124216768	-0.124260195	1	1	1	1	1	6638	11196
SLCO6A1	-0.123924298	-0.123967725	1	1	1	1	1	6639	11195
TIMM21	-0.12382495	-0.123868377	1	1	1	1	1	6640	11194
CCDC9	-0.123779512	-0.123822939	1	1	1	1	1	6641	11193
ARG2	-0.123738872	-0.103996205	0.955458616	0.955458616	1	0.789845875	1	6642	11192
MCTP2	-0.123638981	-0.123682408	1	1	1	1	1	6643	11191
SYCN	-0.123596797	-0.123640224	1	1	1	1	1	6644	11190
ARHGEF33	-0.123565028	-0.123608456	1	1	1	1	1	6645	11189
IQCA1L	-0.123431375	-0.123474802	1	1	1	1	1	6646	11188
CEBPD	-0.123381459	-0.123424887	1	1	1	1	1	6647	11187
AMPH	-0.123350695	-0.123394122	1	1	1	1	1	6648	11186
TTC30B	-0.123339374	-0.0868675	0.919350019	0.919350019	1	1	1	6649	11185
TRMT13	-0.123250825	-0.123294252	1	1	1	1	1	6650	11184
LPAR6	-0.123239425	-0.123282852	1	1	1	1	1	6651	11183
STAP2	-0.123146561	-0.123189988	1	1	1	1	1	6652	11182
GFER	-0.123119032	-0.123162459	1	1	1	1	1	6653	11181
PRR9	-0.122792469	-0.122835896	1	1	1	1	1	6654	11180
C1orf64	-0.122601867	-0.073531484	0.893060723	0.893060723	1	1	1	6655	11179
ANKRD37	-0.12259194	-0.122635368	1	1	1	1	1	6656	11178
ANP32E	-0.122591188	-0.122634615	1	1	1	1	1	6657	11177
TMEM101	-0.122541403	-0.12258483	1	1	1	1	1	6658	11176
UBN2	-0.122497154	-0.122540581	1	1	1	1	1	6659	11175
TM9SF3	-0.122352657	-0.122396084	1	1	1	1	1	6660	11174
F13B	-0.122182196	-0.122225623	1	1	1	1	1	6661	11173
ARMCX5	-0.122108371	-0.122151798	1	1	1	1	1	6662	11172
CACNA1C	-0.122093737	-0.122137165	1	1	1	1	1	6663	11171
FSIP2	-0.122035268	-0.122078696	1	1	1	1	1	6664	11170
SLC25A29	-0.121966564	-0.122009991	1	1	1	1	1	6665	11169
CCDC65	-0.121923883	-0.121967311	1	1	1	1	1	6666	11168
SETBP1	-0.121838127	-0.121881554	1	1	1	0.153330387	1	6667	11167
NEUROD6	-0.121676931	-0.121720359	1	1	1	1	1	6668	11166
RPUSD2	-0.121622673	-0.1216661	1	1	1	1	1	6669	11165
FPR1	-0.12161625	-0.121659677	1	1	1	0.549973494	1	6670	11164
PRSS55	-0.121439407	-0.045879883	0.840211826	0.840211826	1	0.815558584	1	6671	11163
ATG16L2	-0.12140762	-0.121451047	1	1	1	1	1	6672	11162
GULP1	-0.121333573	-0.121377	1	1	1	1	1	6673	11161
TNFAIP8L1	-0.121333521	-0.121376948	1	1	1	1	1	6674	11160
SAMD9	-0.12123931	-0.121282737	1	1	1	0.997085575	1	6675	11159
SESTD1	-0.121129587	-0.121173014	1	1	1	1	1	6676	11158
L3MBTL1	-0.120949577	-0.120993004	1	1	1	1	1	6677	11157
TRAF3IP3	-0.120858802	-0.120902229	1	1	1	1	1	6678	11156
AHSG	-0.120832652	-0.12087608	1	1	1	1	1	6679	11155
ATG2A	-0.120748997	-0.120792424	1	1	1	1	1	6680	11154
FBLN1	-0.120702442	-0.120745869	1	1	1	1	1	6681	11153
DLL3	-0.120693509	-0.120736936	1	1	1	1	1	6682	11152
SLC14A1	-0.120675053	-0.120718481	1	1	1	1	1	6683	11151
GOLGA8R	-0.120582356	-0.120625784	1	1	1	1	1	6684	11150
AP2M1	-0.120548466	-0.120591893	1	1	1	1	1	6685	11149
TM4SF18	-0.120527197	-0.120570624	1	1	1	1	1	6686	11148
VPS37C	-0.120510435	-0.120553862	1	1	1	1	1	6687	11147
DUOX2	-0.120483596	-0.120527024	1	1	1	1	1	6688	11146
SNAP25	-0.120442106	-0.120485533	1	1	1	1	1	6689	11145
ADGRG7	-0.120135429	-0.120178856	1	1	1	1	1	6690	11144
ABCA2	-0.120085892	-0.120129319	1	1	1	1	1	6691	11143
GAS2L3	-0.119887172	-0.119930599	1	1	1	1	1	6692	11142
KPNA1	-0.119785284	-0.119828711	1	1	1	1	1	6693	11141
HSBP1	-0.119774769	-0.119818197	1	1	1	0.541993866	1	6694	11140
LACTB	-0.119585224	-0.119628652	1	1	1	1	1	6695	11139
NAPEPLD	-0.119209113	-0.119252541	1	1	1	1	1	6696	11138
CDC34	-0.119168248	-0.119211675	1	1	1	1	1	6697	11137
ATP9B	-0.118807831	-0.118851258	1	1	1	1	1	6698	11136
PAIP1	-0.11875647	-0.118799898	1	1	1	1	1	6699	11135
KHDC1	-0.118671171	-0.074989042	0.90421112	0.90421112	1	0.67825141	1	6700	11134
CECR6	-0.118640592	-0.014618662	0.786906048	0.786906048	1	1	1	6701	11133
CACNA1S	-0.118622151	-0.118665578	1	1	1	1	1	6702	11132
MUC5AC	-0.118324213	-0.019639462	0.796637482	0.796637482	1	1	1	6703	11131
GLIPR1L1	-0.118319633	-0.11836306	1	1	1	1	1	6704	11130
INAFM1	-0.118106642	-0.118150069	1	1	1	1	1	6705	11129
SEC14L6	-0.118086466	-0.118129894	1	1	1	1	1	6706	11128
CLEC12A	-0.117991019	-0.118034446	1	1	1	1	1	6707	11127
EML2	-0.117975756	-0.118019183	1	1	1	1	1	6708	11126
STX4	-0.117915232	-0.117958659	1	1	1	0.436013333	1	6709	11125
ZNF582	-0.11789611	-0.117939538	1	1	1	1	1	6710	11124
POLB	-0.11787743	-0.117920857	1	1	1	0.514714418	1	6711	11123
TCP11	-0.117857933	-0.11790136	1	1	1	1	1	6712	11122
ACYP1	-0.117825058	-0.117868485	1	1	1	0.637571154	1	6713	11121
ABHD13	-0.117765223	-0.00683475	0.774485794	0.774485794	1	0.390368474	1	6714	11120
FOXA1	-0.117738346	-0.117781774	1	1	1	1	1	6715	11119
PJA2	-0.11772746	-0.117770887	1	1	1	1	1	6716	11118
TET2	-0.117495218	-0.117538646	1	1	1	1	1	6717	11117
MCC	-0.117486896	-0.117530323	1	1	1	1	1	6718	11116
COX4I2	-0.117171678	-0.117215105	1	1	1	1	1	6719	11115
TMEM55A	-0.11714548	-0.117188907	1	1	1	0.837792418	1	6720	11114
TMC4	-0.117029212	-0.117072639	1	1	1	1	1	6721	11113
LCN9	-0.117011102	-0.117054529	1	1	1	0.656662555	1	6722	11112
RHOBTB2	-0.117000957	-0.117044384	1	1	1	1	1	6723	11111
OR4K14	-0.116973596	-0.117017023	1	1	1	1	1	6724	11110
PSMD9	-0.116730374	-0.116773801	1	1	1	1	1	6725	11109
C1orf21	-0.116681036	-0.116724463	1	1	1	1	1	6726	11108
CUL9	-0.116494411	-0.116537838	1	1	1	1	1	6727	11107
GP5	-0.116455441	-0.116498868	1	1	1	1	1	6728	11106
ZNF652	-0.116325165	-0.116368592	1	1	1	1	1	6729	11105
ERAP1	-0.116176074	-0.116219501	1	1	1	1	1	6730	11104
CCR8	-0.116053276	-0.116096703	1	1	1	1	1	6731	11103
RNFT2	-0.11585261	-0.115896038	1	1	1	1	1	6732	11102
ADAMTS10	-0.115820525	-0.115863953	1	1	1	1	1	6733	11101
KERA	-0.11579173	-0.037029176	0.834037117	0.834037117	1	1	1	6734	11100
NAGS	-0.115743867	-0.115787294	1	1	1	1	1	6735	11099
PATE2	-0.115727794	-0.115771221	1	1	1	1	1	6736	11098
RGN	-0.115707502	-0.115750929	1	1	1	1	1	6737	11097
ANGPT2	-0.11561133	-0.115654758	1	1	1	1	1	6738	11096
FPGT	-0.115574076	-0.115617503	1	1	1	1	1	6739	11095
ARHGAP8	-0.115501024	-0.115544452	1	1	1	1	1	6740	11094
GDF3	-0.115402813	-0.11544624	1	1	1	1	1	6741	11093
SECISBP2	-0.115383821	-0.115427248	1	1	1	1	1	6742	11092
ROBO4	-0.115188623	-0.11523205	1	1	1	1	1	6743	11091
ZNF25	-0.115117872	-0.1151613	1	1	1	1	1	6744	11090
PSD3	-0.115028532	-0.115071959	1	1	1	1	1	6745	11089
KHDRBS3	-0.115008121	-0.115051548	1	1	1	1	1	6746	11088
SRRM3	-0.114736908	-0.044834784	0.851229878	0.851229878	1	1	1	6747	11087
PDILT	-0.114723597	-0.114767024	1	1	1	1	1	6748	11086
CYP27C1	-0.114568239	-0.114611666	1	1	1	1	1	6749	11085
CILP2	-0.114250592	-0.114294019	1	1	1	1	1	6750	11084
MELK	-0.114207815	-0.114251242	1	1	1	1	1	6751	11083
CORO1A	-0.114159993	-0.11420342	1	1	1	1	1	6752	11082
C2orf81	-0.113597909	-0.113641336	1	1	1	1	1	6753	11081
KLHDC8A	-0.113547583	-0.113591011	1	1	1	1	1	6754	11080
CLEC19A	-0.113502561	-0.113545988	1	1	1	1	1	6755	11079
TMC6	-0.113447793	-0.095377836	0.959146102	0.959146102	1	0.40925223	1	6756	11078
TNMD	-0.113443895	-0.113487323	1	1	1	1	1	6757	11077
PSKH2	-0.113379095	-0.113422522	1	1	1	1	1	6758	11076
MFAP3L	-0.113293986	-0.113337413	1	1	1	1	1	6759	11075
C2CD5	-0.113122944	-0.08007157	0.926620192	0.926620192	1	0.616408113	1	6760	11074
CSAG1	-0.113062539	-0.113105966	1	1	1	1	1	6761	11073
NKPD1	-0.113032812	-0.113076239	1	1	1	1	1	6762	11072
CDC14B	-0.112905112	-0.025540648	0.817678213	0.817678213	1	0.5175735	1	6763	11071
IPCEF1	-0.112784695	-0.112828122	1	1	1	1	1	6764	11070
AFP	-0.112573017	-0.112616444	1	1	1	0.782426342	1	6765	11069
KIAA1468	-0.112571048	-0.112614476	1	1	1	1	1	6766	11068
IBSP	-0.11251486	-0.112558287	1	1	1	1	1	6767	11067
TLDC2	-0.112486057	-0.112529484	1	1	1	1	1	6768	11066
OSTN	-0.112345317	-0.112388745	1	1	1	1	1	6769	11065
PCDH12	-0.112278989	-0.067487603	0.901904313	0.901904313	1	1	1	6770	11064
HMBS	-0.111980632	-0.11202406	1	1	1	0.77379861	1	6771	11063
MPP7	-0.111975645	-0.112019073	1	1	1	1	1	6772	11062
GPX6	-0.111819236	-0.111862663	1	1	1	1	1	6773	11061
RHBDF1	-0.111661654	-0.111705081	1	1	1	1	1	6774	11060
TMEM154	-0.111557343	-0.11160077	1	1	1	1	1	6775	11059
PDPR	-0.11153259	-0.111576018	1	1	1	1	1	6776	11058
SULT1B1	-0.111505426	-0.111548853	1	1	1	1	1	6777	11057
RBBP8NL	-0.111491438	-0.111534865	1	1	1	1	1	6778	11056
ZNF440	-0.111366461	-0.111409888	1	1	1	1	1	6779	11055
SYNM	-0.11086836	-0.110911787	1	1	1	0.873973594	1	6780	11054
COL22A1	-0.110795298	-0.110838725	1	1	1	1	1	6781	11053
SLC8B1	-0.110693888	-0.110737315	1	1	1	1	1	6782	11052
C11orf80	-0.110640364	-0.110683791	1	1	1	0.896683683	1	6783	11051
DCUN1D2	-0.110628726	-0.110672154	1	1	1	1	1	6784	11050
KIF21B	-0.110528936	-0.110572363	1	1	1	1	1	6785	11049
TRIM11	-0.11042531	-0.110468737	1	1	1	0.34789455	1	6786	11048
PYCARD	-0.110416084	-0.110459511	1	1	1	1	1	6787	11047
C7orf33	-0.110404045	-0.110447472	1	1	1	1	1	6788	11046
GCC1	-0.110239156	-0.110282584	1	1	1	1	1	6789	11045
SCLY	-0.110050975	-0.04221256	0.855284912	0.855284912	1	0.369885397	1	6790	11044
SLC15A2	-0.109873427	-0.109916855	1	1	1	0.998779078	1	6791	11043
aavs1_gene34	-0.109805075	-0.109848502	1	1	1	1	1	6792	11042
KCNJ6	-0.109774333	-0.10981776	1	1	1	1	1	6793	11041
MTA1	-0.109679738	-0.109723166	1	1	1	1	1	6794	11040
BOLA1	-0.109660456	-0.109703884	1	1	1	1	1	6795	11039
CEACAM3	-0.109643005	-0.109686432	1	1	1	1	1	6796	11038
PET117	-0.109508645	-0.109552072	1	1	1	0.983938178	1	6797	11037
S1PR4	-0.109385377	-0.109428804	1	1	1	1	1	6798	11036
KCNN3	-0.109008859	-0.109052286	1	1	1	1	1	6799	11035
TPPP	-0.108884952	-0.108928379	1	1	1	0.668963682	1	6800	11034
TRIM64C	-0.108708926	-0.108752353	1	1	1	1	1	6801	11033
PRPF40B	-0.108706367	-0.108749794	1	1	1	1	1	6802	11032
CHRNA1	-0.108667538	-0.108710965	1	1	1	1	1	6803	11031
FBXO18	-0.108549498	-0.108592925	1	1	1	1	1	6804	11030
MSANTD1	-0.108532809	-0.108576237	1	1	1	1	1	6805	11029
ADM5	-0.108302569	-0.108345997	1	1	1	1	1	6806	11028
C2orf78	-0.108235664	-0.024053251	0.823692033	0.823692033	1	1	1	6807	11027
CNTLN	-0.108037037	-0.108080465	1	1	1	1	1	6808	11026
PSG4	-0.108002187	-0.108045614	1	1	1	1	1	6809	11025
RAB28	-0.107903503	-0.10794693	1	1	1	1	1	6810	11024
EIF2AK1	-0.107836858	-0.107880286	1	1	1	1	1	6811	11023
CASP10	-0.107826482	-0.10786991	1	1	1	1	1	6812	11022
PAGE4	-0.107646227	-0.107689654	1	1	1	1	1	6813	11021
ZNF707	-0.107633981	-0.107677408	1	1	1	1	1	6814	11020
CALCRL	-0.107617869	-0.107102755	0.99871461	0.99871461	1	1	1	6815	11019
DHX40	-0.107459978	-0.027218184	0.831200814	0.831200814	1	1	1	6816	11018
GTPBP8	-0.107430396	-0.107473823	1	1	1	1	1	6817	11017
AVEN	-0.107359645	-0.107403072	1	1	1	1	1	6818	11016
LYZL4	-0.107319715	-0.107363142	1	1	1	1	1	6819	11015
OGFR	-0.107272668	-0.107316095	1	1	1	1	1	6820	11014
GTPBP10	-0.107077757	-0.107121184	1	1	1	1	1	6821	11013
NOXO1	-0.107044181	-0.107087609	1	1	1	1	1	6822	11012
MASP2	-0.106937204	-0.106980631	1	1	1	1	1	6823	11011
FKBP9	-0.106921543	-0.10696497	1	1	1	1	1	6824	11010
GNA13	-0.106856691	-0.106900118	1	1	1	1	1	6825	11009
MNS1	-0.106817105	-0.106860533	1	1	1	0.544185322	1	6826	11008
RAB26	-0.106655932	-0.106699359	1	1	1	1	1	6827	11007
CCR3	-0.106533809	-0.106577236	1	1	1	1	1	6828	11006
ZDHHC2	-0.10650998	-0.106553407	1	1	1	0.776367239	1	6829	11005
PDIA2	-0.106477309	-0.106520737	1	1	1	1	1	6830	11004
JMJD7	-0.106435345	-0.106478772	1	1	1	1	1	6831	11003
ZSWIM7	-0.106429569	-0.106472996	1	1	1	1	1	6832	11002
CRB2	-0.106367998	-0.106411425	1	1	1	1	1	6833	11001
SDHC	-0.106226775	-0.106270202	1	1	1	1	1	6834	11000
APELA	-0.106185422	-0.106228849	1	1	1	0.725031894	1	6835	10999
C5orf46	-0.106027009	-0.106070436	1	1	1	1	1	6836	10998
RAB4B	-0.10590246	-0.105945887	1	1	1	1	1	6837	10997
PROZ	-0.105838938	-0.105882365	1	1	1	1	1	6838	10996
AURKAIP1	-0.105808006	-0.105851434	1	1	1	1	1	6839	10995
BMP1	-0.10575301	-0.105796437	1	1	1	1	1	6840	10994
NFIL3	-0.105694354	-0.105737781	1	1	1	1	1	6841	10993
TNRC6B	-0.105647162	-0.105690589	1	1	1	1	1	6842	10992
FREM1	-0.105617562	-0.10566099	1	1	1	1	1	6843	10991
DAG1	-0.105586575	-0.023162175	0.827033479	0.827033479	1	0.434806639	1	6844	10990
KLKB1	-0.105517468	-0.105560895	1	1	1	1	1	6845	10989
SOCS1	-0.10550084	-0.105544267	1	1	1	1	1	6846	10988
CASC4	-0.105380509	-0.105423936	1	1	1	1	1	6847	10987
GRM3	-0.105324949	-0.105368376	1	1	1	1	1	6848	10986
SCGB1A1	-0.105311499	-0.105354926	1	1	1	1	1	6849	10985
LOC100130370	-0.105211634	-0.105255061	1	1	1	1	1	6850	10984
ZZEF1	-0.104993284	-0.105036711	1	1	1	1	1	6851	10983
HRG	-0.104811692	-0.104855119	1	1	1	1	1	6852	10982
MAB21L3	-0.104786378	-0.104829805	1	1	1	1	1	6853	10981
